Chinese	Vietnamese
Ta làm con tin để đảm bảo an toàn cho mấy huynh đệ này,chờ họ bơi về thủy寨,lại thả ta ra,thế nào?	Ta làm con tin để đảm bảo an toàn cho mấy huynh đệ này,chờ họ bơi về thủy trại,lại thả ta ra,thế nào?
Được rồi,ta đảm bảo với ngươi,đến khi Thanh Phong Trại đại举 tới,nhất định sẽ khiến tên kiêu ngạo này quỳ xuống đất khóc lóc xin lỗi.	Được rồi,ta đảm bảo với ngươi,đến khi Thanh Phong Trại đại cử tới,nhất định sẽ khiến tên kiêu ngạo này quỳ xuống đất khóc lóc xin lỗi.
Muốn theo {PlayerSurName} mỗ nghĩ,minh quân nhân tuyển nhất định là Hoàng Thất Quý Trụ bên trong người xuất chúng,có thể xuất chúng,thể tất trung lương,cũng chỉ có loại người này,mới có thể lập xuống phạt loạn chính phản h赫赫 vĩ nghiệp.	Muốn theo {PlayerSurName} mỗ nghĩ,minh quân nhân tuyển nhất định là Hoàng Thất Quý Trụ bên trong người xuất chúng,có thể xuất chúng,thể tất trung lương,cũng chỉ có loại người này,mới có thể lập xuống phạt loạn chính phản h hách hách vĩ nghiệp.
{PlayerSurName}施 chủ võ công không tệ,xin hãy nương tay.	{PlayerSurName} thi chủ võ công không tệ,xin hãy nương tay.
Ngươi làm tốt lắm,kỳ tích lực挽狂澜 này,e rằng từ khi khai quốc đến nay,chưa từng có!	Ngươi làm tốt lắm,kỳ tích lực vãn cuồng lan này,e rằng từ khi khai quốc đến nay,chưa từng có!
「Ngươi không ngờ dưới bảo tọa của Sài Vương lại ẩn chứa huyền cơ,dưới sự phối hợp của khói đặc và cơ quan ngầm,Sài Vương và đảng羽 của hắn lập tức biến mất...」	"Ngươi không ngờ dưới bảo tọa của Sài Vương lại ẩn chứa huyền cơ,dưới sự phối hợp của khói đặc và cơ quan ngầm,Sài Vương và đảng vũ của hắn lập tức biến mất..."
Không bằng chúng ta cùng nhau tìm một nơi phong cảnh hữu tình,ít người lui tới trốn đi thôi,dù là thô trà đạm phạn,phong餐露宿,chỉ cần có thể ở bên ngươi,ta đều cam tâm tình nguyện...	Không bằng chúng ta cùng nhau tìm một nơi phong cảnh hữu tình,ít người lui tới trốn đi thôi,dù là thô trà đạm phạn,phong xan lộ túc,chỉ cần có thể ở bên ngươi,ta đều cam tâm tình nguyện...
「Có lẽ danh hiệu đệ nhất tiêu cục thiên hạ không xứng đáng,nhưng cũng là do các đời tiêu đầu筚路蓝缕,vất vả tạo nên đê ngàn dặm,một sớm sập đổ. Đánh giá thấp thực lực của mình,Hổ Uy Tiêu Cục ngớ ngẩn đâm đầu vào đại thế giang hồ của Tồi khô lạp hủ,hành động như con kiến chống xe này,trong mắt ngươi ba phần đáng tiếc,bảy phần lại là đáng cười...」	"Có lẽ danh hiệu đệ nhất tiêu cục thiên hạ không xứng đáng,nhưng cũng là do các đời tiêu đầu tất lộ lam lũ,vất vả tạo nên đê ngàn dặm,một sớm sập đổ. Đánh giá thấp thực lực của mình,Hổ Uy Tiêu Cục ngớ ngẩn đâm đầu vào đại thế giang hồ của Tồi khô lạp hủ,hành động như con kiến chống xe này,trong mắt ngươi ba phần đáng tiếc,bảy phần lại là đáng cười..."
「Ngươi không ngờ dưới ngai vàng Sài Vương lại ẩn giấu huyền cơ,khói lửa dày đặc,phối hợp với cơ quan bí đạo,Sài Vương cùng đảng羽 của hắn trong nháy mắt biến mất không thấy...」	"Ngươi không ngờ dưới ngai vàng Sài Vương lại ẩn giấu huyền cơ,khói lửa dày đặc,phối hợp với cơ quan bí đạo,Sài Vương cùng đảng vũ của hắn trong nháy mắt biến mất không thấy..."
Đương nhiên không có nhã hứng như vậy,bản quan lần này đến,là奉 thượng phong之名,đến {PlayerSurName} Chưởng Môn thu thuế ba tháng mà thôi.	Đương nhiên không có nhã hứng như vậy,bản quan lần này đến,là phụng thượng phong chi danh,đến {PlayerSurName} Chưởng Môn thu thuế ba tháng mà thôi.
Nếu như quỷ mê tâm窍 ngoan cố chống đối đến cùng,vậy thì đừng trách Thần Bộ Môn không khách khí!	Nếu như quỷ mê tâm khiếu ngoan cố chống đối đến cùng,vậy thì đừng trách Thần Bộ Môn không khách khí!
Trở về đi,hy vọng người có thể hảo hảo giải thích với Lạc bổ đầu,堂堂 Thần Bộ Môn,đừng trở thành con dao bị tiểu nhân lợi dụng.	Trở về đi,hy vọng người có thể hảo hảo giải thích với Lạc bổ đầu, đường đường Thần Bộ Môn,đừng trở thành con dao bị tiểu nhân lợi dụng.
Nhà ta奉 Hoàng Thành Ty Đồng đại nhân chi ý,đến thu thuế môn phái {MyFaction} các người còn thiếu.	Nhà ta phụng Hoàng Thành Ty Đồng đại nhân chi ý,đến thu thuế môn phái {MyFaction} các người còn thiếu.
A di đà Phật,{PlayerSurName}施 chủ nói đến thủ phạm,tự nhiên không phải một người,theo ý kiến của lão nạp,tội lỗi thuộc về toàn bộ triều đình.	A di đà Phật,{PlayerSurName} thi chủ nói đến thủ phạm,tự nhiên không phải một người,theo ý kiến của lão nạp,tội lỗi thuộc về toàn bộ triều đình.
Khụ,唇亡齿寒,xưa nay vẫn vậy... chỉ cần ngươi thắng lão đạo,việc này cũng không phải không thể.	Khụ, thần vong xỉ hàn,xưa nay vẫn vậy... chỉ cần ngươi thắng lão đạo,việc này cũng không phải không thể.
Lão nạp rất tán thành,nghe nói {PlayerSurName}施 chủ tâm niệm như vậy,chỉ là việc này trọng đại... vậy đi,hai ta giao đấu một trận,dùng võ công phân thắng bại.	Lão nạp rất tán thành,nghe nói {PlayerSurName} thi chủ tâm niệm như vậy,chỉ là việc này trọng đại... vậy đi,hai ta giao đấu một trận,dùng võ công phân thắng bại.
{PlayerSurName}施 chủ võ công không tệ,xin chớ ra tay quá mạnh.	{PlayerSurName} thi chủ võ công không tệ,xin chớ ra tay quá mạnh.
Tần施 chủ nói hay lắm,nhưng tự viện ta từ xưa đến nay có quy định không thân thiết với triều đình,không gần gũi với quyền thế,xin thứ lỗi cho lão nạp từ chối.	Tần thi chủ nói hay lắm,nhưng tự viện ta từ xưa đến nay có quy định không thân thiết với triều đình,không gần gũi với quyền thế,xin thứ lỗi cho lão nạp từ chối.
Trung Nguyên vốn đã như cát rải,nay lại càng nội耗,quốc lực mười không còn một,quả thực là trời phù hộ Đại Yên quốc!	Trung Nguyên vốn đã như cát rải,nay lại càng nội háo,quốc lực mười không còn một,quả thực là trời phù hộ Đại Yên quốc!
Chưởng Môn,Yến Vân Thiết Quân đóng quân ở Yên Vân nhân lúc nước ta nội耗,hoàn toàn lộ ra nanh vuốt,điều động đại quân lập tức đánh chiếm Đại Lương Thành. Tương Dương và Lâm An nay mất bình chướng,nguy cấp như trứng trên đầu.	Chưởng Môn,Yến Vân Thiết Quân đóng quân ở Yên Vân nhân lúc nước ta nội háo,hoàn toàn lộ ra nanh vuốt,điều động đại quân lập tức đánh chiếm Đại Lương Thành. Tương Dương và Lâm An nay mất bình chướng,nguy cấp như trứng trên đầu.
「Ngươi không ngờ dưới bảo tọa của Sài Vương lại ẩn giấu bí mật. Với sự phối hợp của khói mù,địa đạo Cơ Quan,Sài Vương và đảng羽 của hắn lập tức biến mất...」	"Ngươi không ngờ dưới bảo tọa của Sài Vương lại ẩn giấu bí mật. Với sự phối hợp của khói mù,địa đạo Cơ Quan,Sài Vương và đảng vũ của hắn lập tức biến mất..."
启禀{PlayerSurName}Chưởng Môn,有一位阴郁孤高的剑客正站在本派门外,说一直站到你出去见他为止.	khải bẩm {PlayerSurName}Chưởng Môn, hữu nhất vị âm úc cô cao đích kiếm khách chính trạm tại bản phái môn ngoại, thuyết nhất trực trạm đáo nhĩ xuất khứ kiến tha vi chỉ.
启禀{PlayerSurName}Chưởng Môn,那位阴郁孤高的剑客久等你不至,竟突然横眉冷目,挥剑斩断了门外的旗杆泄愤.	khải bẩm {PlayerSurName}Chưởng Môn, na vị âm úc cô cao đích kiếm khách cửu đẳng nhĩ bất chí, cánh đột nhiên hoành mi lãnh mục, huy kiếm trảm đoạn liễu môn ngoại đích kỳ can tiết phẫn.
启禀{PlayerSurName}Chưởng Môn,那帮西域散人在门外接连挑衅了一周,方才离去.	khải bẩm {PlayerSurName}Chưởng Môn, na bang tây vực tán nhân tại môn ngoại tiếp liên thiêu hấn liễu nhất chu, phương tài ly khứ.
Tuy rằng lương thực hoa quả trong nhà dân xung quanh thường xuyên bị mất trộm,có lời đồn kỳ lạ là Bồ Tát hạ phàm dùng斋,bảo vệ tháp Phật.	Tuy rằng lương thực hoa quả trong nhà dân xung quanh thường xuyên bị mất trộm,có lời đồn kỳ lạ là Bồ Tát hạ phàm dùng trai,bảo vệ tháp Phật.
Không ngờ ta,Số Mệnh Phi Phàm,tính toán không bằng trời tính,vị “Bồ Tát” hạ phàm dùng斋 đó không chỉ thực sự tồn tại,mà còn là một con Bạch Viên bí mật canh giữ cung điện ngầm...	Không ngờ ta,Số Mệnh Phi Phàm,tính toán không bằng trời tính,vị "Bồ Tát" hạ phàm dùng trai đó không chỉ thực sự tồn tại,mà còn là một con Bạch Viên bí mật canh giữ cung điện ngầm...
启禀Chưởng Môn,自从本派控制了那特产Quỳnh Hoa Lộ的Quỳnh Sơn Lâm后,派内好酒之士无不欢欣雀跃,每日痛饮美酒消愁解闷.	khải bẩm Chưởng Môn, tự tòng bản phái khống chế liễu na đặc sản Quỳnh Hoa Lộ đích Quỳnh Sơn Lâm hậu, phái nội hảo tửu chi sĩ vô bất hoan hân tước dược, mỗi nhật thống ẩm mỹ tửu tiêu sầu giải muộn.
Theo lão đạo thấy,kiếm tâm của hắn chính trực mà không khắc nghiệt,sắc bén mà không lộ,đầy đủ mà không phô trương,giống như trong lòng có đàn cổ cầm,tâm đàn kiếm膽,chờ thời cơ mà phát huy.	Theo lão đạo thấy,kiếm tâm của hắn chính trực mà không khắc nghiệt,sắc bén mà không lộ,đầy đủ mà không phô trương,giống như trong lòng có đàn cổ cầm,tâm đàn kiếm đảm,chờ thời cơ mà phát huy.
Ngươi đối với kiếm đạo quả thực là một窍不通,đạo bất đồng bất tương vi mưu,cáo từ!	Ngươi đối với kiếm đạo quả thực là một khiếu bất thông,đạo bất đồng bất tương vi mưu,cáo từ!
宁为玉碎不为瓦全,đã cố gắng hết sức rồi	ninh vi ngọc toái bất vi ngõa toàn,đã cố gắng hết sức rồi
Thành ngữ nói,宁为玉碎不为瓦全,đứng ở góc độ quốc quân cũng là cố gắng hết sức,xem mệnh trời mà thôi.	Thành ngữ nói, ninh vi ngọc toái bất vi ngõa toàn,đứng ở góc độ quốc quân cũng là cố gắng hết sức,xem mệnh trời mà thôi.
Ngài chính là người {MyFaction} phải không,tại hạ Nhật Ma phường chủ沈Vô Khi,lần đầu gặp mặt,xin được chỉ giáo!	Ngài chính là người {MyFaction} phải không,tại hạ Nhật Ma phường chủ thẩm Vô Khi,lần đầu gặp mặt,xin được chỉ giáo!
沈 ngươi... chúng ta không chỉ gặp mặt,ngay cả giao thủ cũng giao thủ mấy lần rồi...	thẩm ngươi... chúng ta không chỉ gặp mặt,ngay cả giao thủ cũng giao thủ mấy lần rồi...
A? Phải không,chắc là沈mỗ chứng hay quên lại tái phát. Nhưng không quan trọng,bất kể trước đây có ân oán gì,hôm nay các ngươi đều là khách quý của ta!	A? Phải không,chắc là thẩm mỗ chứng hay quên lại tái phát. Nhưng không quan trọng,bất kể trước đây có ân oán gì,hôm nay các ngươi đều là khách quý của ta!
Để thu thập vốn liếng tái xuất giang hồ,ta chuẩn bị đem ba bảo vật này công khai đấu giá,đồng tẩu vô khi,giá cao者得.	Để thu thập vốn liếng tái xuất giang hồ,ta chuẩn bị đem ba bảo vật này công khai đấu giá,đồng tẩu vô khi,giá cao giả đắc.
沈Vô Khi quả thực nói quá mơ hồ,nếu làm giả làm thật người khác cũng không làm gì được hắn,ta có nên ra giá không?	thẩm Vô Khi quả thực nói quá mơ hồ,nếu làm giả làm thật người khác cũng không làm gì được hắn,ta có nên ra giá không?
沈Vô Khi năm xưa mở Dạ Ma phường,luôn lấy đồng tẩu vô khi làm thương hiệu của mình,tin tưởng hắn một lần đi,ta ra giá 1100 đồng tiền!	thẩm Vô Khi năm xưa mở Dạ Ma phường,luôn lấy đồng tẩu vô khi làm thương hiệu của mình,tin tưởng hắn một lần đi,ta ra giá 1100 đồng tiền!
Ta tin tưởng nguyên tắc kinh doanh của沈Vô Khi,hắn không thể nào đi dĩ thứ sung hảo,lừa bịp! Ta ra giá 3100 đồng tiền!	Ta tin tưởng nguyên tắc kinh doanh của thẩm Vô Khi,hắn không thể nào đi dĩ thứ sung hảo,lừa bịp! Ta ra giá 3100 đồng tiền!
Tên thương nhân kia nói có lý,đồng tẩu vô khi của沈Vô Khi chỉ là lời nói suông mà thôi,ta không ra giá nữa.	Tên thương nhân kia nói có lý,đồng tẩu vô khi của thẩm Vô Khi chỉ là lời nói suông mà thôi,ta không ra giá nữa.
沈 phường chủ,vừa rồi là ta tiểu nhân chi tâm độ quân tử chi phúc,người mau đem bảo vật thứ ba ra đi!	thẩm phường chủ,vừa rồi là ta tiểu nhân chi tâm độ quân tử chi phúc,người mau đem bảo vật thứ ba ra đi!
Bảo vật thứ ba này,chính là ta沈Vô Khi.	Bảo vật thứ ba này,chính là ta thẩm Vô Khi.
沈 phường chủ ngươi đừng có đùa! Đâu có lý do đấu giá chính mình...	thẩm phường chủ ngươi đừng có đùa! Đâu có lý do đấu giá chính mình...
Đây không phải là đùa,ngày xưa Dạ Ma phường quý giá nhất,không phải là bảo vật đồ cổ gì,mà là ta沈Vô Khi “đồng tẩu vô khi,hàng thật giá thật” cái bảng hiệu.	Đây không phải là đùa,ngày xưa Dạ Ma phường quý giá nhất,không phải là bảo vật đồ cổ gì,mà là ta thẩm Vô Khi "đồng tẩu vô khi,hàng thật giá thật" cái bảng hiệu.
「Ai mua được ta沈Vô Khi,ai sẽ có tư cách sai khiến ta làm việc. Giá khởi điểm là...」	"Ai mua được ta thẩm Vô Khi,ai sẽ có tư cách sai khiến ta làm việc. Giá khởi điểm là..."
Nhưng chỉ có {PlayerName} có tư cách đấu giá,bởi vì ngươi là người duy nhất trong số những người có mặt lựa chọn tin tưởng沈mỗ.	Nhưng chỉ có {PlayerName} có tư cách đấu giá,bởi vì ngươi là người duy nhất trong số những người có mặt lựa chọn tin tưởng thẩm mỗ.
